"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL287447";"";"None";"398.27";"0";"2.99";"241";"NS(=O)(=O)c1ccc(-n2nc(CO)c(Cl)c2-c2ccc(Cl)cc2)cc1";"IC50";"'='";"338.84";"nM";"6.47";"";"";"UO_0000065";"16.25";"0.35";"3.48";"6.59";"1";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Prostaglandin G/H synthase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"6.47"
"CHEMBL92102";"";"None";"338.47";"0";"4.88";"277";"Cc1ccc(C2=C(c3ccc(S(C)(=O)=O)cc3)CC3(CC3)C2)cc1";"IC50";"'='";"1.514";"nM";"8.82";"";"";"UO_0000065";"26.06";"0.50";"3.94";"25.83";"1";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Prostaglandin G/H synthase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"8.82"
"CHEMBL298296";"";"None";"408.91";"1";"5.26";"93";"CS(=O)(=O)c1ccc(-n2cc(-c3ccccc3)nc2-c2ccc(Cl)cc2)cc1";"IC50";"'='";"239.88";"nM";"6.62";"";"";"UO_0000065";"16.19";"0.32";"1.36";"12.74";"1";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Prostaglandin G/H synthase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"6.62"
"CHEMBL111562";"";"None";"329.42";"0";"3.44";"161";"COc1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)CCC2)cc1";"IC50";"'='";"1.995";"nM";"8.70";"";"";"UO_0000065";"26.41";"0.52";"5.26";"12.54";"1";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Prostaglandin G/H synthase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"8.7"
"CHEMBL109017";"";"None";"388.40";"0";"2.97";"132";"Cc1csc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)n1";"IC50";"'='";"109.65";"nM";"6.96";"";"";"UO_0000065";"17.92";"0.38";"3.99";"7.66";"1";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Prostaglandin G/H synthase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"6.96"
"CHEMBL300597";"";"None";"444.29";"1";"5.26";"196";"COc1c(Cl)cc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1Cl";"IC50";"'='";"20.89";"nM";"7.68";"";"";"UO_0000065";"17.29";"0.37";"2.42";"11.07";"1";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Prostaglandin G/H synthase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"7.68"
"CHEMBL558340";"";"None";"393.33";"1";"5.88";"291";"CS(=O)(=O)c1ccc(C2=C(c3ccc(Cl)c(Cl)c3)CC3(CC3)C2)cc1";"IC50";"'='";"3.02";"nM";"8.52";"";"";"UO_0000065";"21.66";"0.47";"2.64";"24.96";"1";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Prostaglandin G/H synthase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"8.52"
"CHEMBL52454";"";"None";"360.84";"1";"5.22";"170";"CS(=O)(=O)c1ccc(-c2ccccc2-c2ccc(F)c(Cl)c2)cc1";"IC50";"'='";"363.08";"nM";"6.44";"";"";"UO_0000065";"17.85";"0.37";"1.22";"18.86";"1";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Prostaglandin G/H synthase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"6.44"
"CHEMBL300601";"";"None";"372.44";"1";"5.32";"188";"Cc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)cc1C";"IC50";"'='";"22.91";"nM";"7.64";"";"";"UO_0000065";"20.51";"0.40";"2.32";"22.38";"1";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Prostaglandin G/H synthase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"7.64"
"CHEMBL111095";"";"None";"363.87";"0";"4.09";"163";"COc1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)CCC2)cc1Cl";"IC50";"'='";"8.913";"nM";"8.05";"";"";"UO_0000065";"22.12";"0.46";"3.96";"11.60";"1";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Prostaglandin G/H synthase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"8.05"
"CHEMBL45383";"";"None";"362.84";"0";"3.09";"95";"CS(=O)(=O)c1ccc(-n2cc(CO)nc2-c2ccc(Cl)cc2)cc1";"IC50";"'='";"8317.64";"nM";"5.08";"";"";"UO_0000065";"14.00";"0.29";"1.99";"7.04";"1";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Prostaglandin G/H synthase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"5.08"
"CHEMBL296384";"";"None";"363.36";"0";"4.09";"191";"NS(=O)(=O)c1ccc(-c2cc(F)c(F)cc2-c2ccc(F)cc2)cc1";"IC50";"'='";"3.981";"nM";"8.40";"";"";"UO_0000065";"23.12";"0.46";"4.31";"13.96";"1";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Prostaglandin G/H synthase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"8.4"
"CHEMBL315585";"";"None";"389.90";"0";"4.48";"285";"COc1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)CC3(CC3)C2)cc1Cl";"IC50";"'='";"1.995";"nM";"8.70";"";"";"UO_0000065";"22.31";"0.46";"4.22";"12.54";"1";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Prostaglandin G/H synthase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"8.7"
"CHEMBL90447";"";"None";"356.46";"1";"5.10";"299";"CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CC3(CCC3)C2)cc1";"IC50";"'='";"3.981";"nM";"8.40";"";"";"UO_0000065";"23.57";"0.46";"3.30";"24.60";"1";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Prostaglandin G/H synthase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"8.4"
"CHEMBL289484";"";"None";"404.88";"0";"3.77";"92";"CCOC(=O)c1cn(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(Cl)cc2)n1";"IC50";"'='";"5754.4";"nM";"5.24";"";"";"UO_0000065";"12.94";"0.27";"1.47";"6.70";"1";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Prostaglandin G/H synthase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"5.24"
"CHEMBL29439";"";"None";"396.39";"0";"3.25";"221";"CNc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1";"IC50";"'='";"15.85";"nM";"7.80";"";"";"UO_0000065";"19.68";"0.39";"4.55";"8.67";"1";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Prostaglandin G/H synthase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"7.8"
"CHEMBL296447";"";"None";"410.37";"0";"3.69";"64";"CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2ccc3c(c2)OCO3)cc1";"IC50";"'='";"169.82";"nM";"6.77";"";"";"UO_0000065";"16.50";"0.33";"3.08";"9.61";"1";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Prostaglandin G/H synthase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"6.77"
"CHEMBL295752";"";"None";"414.38";"0";"4.11";"69";"COc1cc(F)cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)c1";"IC50";"'='";"954.99";"nM";"6.02";"";"";"UO_0000065";"14.53";"0.29";"1.91";"9.84";"1";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Prostaglandin G/H synthase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"6.02"
"CHEMBL89263";"";"None";"408.44";"1";"5.47";"280";"CS(=O)(=O)c1ccc(C2=C(c3ccc(OC(F)(F)F)cc3)CC3(CC3)C2)cc1";"IC50";"'='";"134.9";"nM";"6.87";"";"";"UO_0000065";"16.82";"0.34";"1.40";"15.84";"1";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Prostaglandin G/H synthase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"6.87"
"CHEMBL312822";"";"None";"377.87";"0";"4.61";"294";"NS(=O)(=O)c1ccc(C2=C(c3ccc(F)c(Cl)c3)CC3(CC3)C2)cc1";"IC50";"'='";"1.514";"nM";"8.82";"";"";"UO_0000065";"23.34";"0.48";"4.21";"14.66";"1";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Prostaglandin G/H synthase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"8.82"
"CHEMBL405623";"";"None";"342.42";"0";"3.91";"153";"CS(=O)(=O)c1ccc(C2=C(c3ccc4c(c3)OCO4)CCC2)cc1";"IC50";"'='";"20.89";"nM";"7.68";"";"";"UO_0000065";"22.43";"0.44";"3.77";"14.60";"1";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Prostaglandin G/H synthase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"7.68"
"CHEMBL282085";"";"None";"379.39";"0";"3.13";"228";"COc1ccc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1";"IC50";"'='";"15.14";"nM";"7.82";"";"";"UO_0000065";"20.61";"0.41";"4.69";"8.97";"1";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Prostaglandin G/H synthase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"7.82"
"CHEMBL290945";"";"None";"414.84";"0";"4.92";"61";"Cc1cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)ccc1Cl";"IC50";"'='";"89.13";"nM";"7.05";"";"";"UO_0000065";"16.99";"0.36";"2.13";"13.57";"1";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Prostaglandin G/H synthase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"7.05"
"CHEMBL111039";"";"None";"344.50";"0";"4.91";"141";"CSc1ccc(C2=C(c3ccc(S(C)(=O)=O)cc3)CCC2)cc1";"IC50";"'='";"218.78";"nM";"6.66";"";"";"UO_0000065";"19.33";"0.40";"1.75";"19.51";"1";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Prostaglandin G/H synthase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"6.66"
"CHEMBL44516";"";"None";"400.81";"0";"4.62";"21";"CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2ccc(Cl)cc2)cc1";"IC50";"'='";"109.65";"nM";"6.96";"";"";"UO_0000065";"17.36";"0.37";"2.34";"13.39";"1";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Prostaglandin G/H synthase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"6.96"
"CHEMBL289561";"";"None";"431.82";"0";"3.87";"76";"COc1cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)ccc1Cl";"IC50";"'='";"19.95";"nM";"7.70";"";"";"UO_0000065";"17.83";"0.38";"3.83";"8.83";"1";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Prostaglandin G/H synthase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"7.7"
"CHEMBL44101";"";"None";"359.42";"0";"3.49";"17";"Cc1c(CO)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1";"IC50";"'='";"3890.45";"nM";"5.41";"";"";"UO_0000065";"15.05";"0.30";"1.92";"9.12";"1";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Prostaglandin G/H synthase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"5.41"
"CHEMBL109486";"";"None";"342.46";"0";"4.33";"140";"COCc1ccc(C2=C(c3ccc(S(C)(=O)=O)cc3)CCC2)cc1";"IC50";"'='";"6606.93";"nM";"5.18";"";"";"UO_0000065";"15.13";"0.29";"0.85";"11.94";"1";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Prostaglandin G/H synthase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"5.18"
"CHEMBL52872";"";"None";"422.88";"0";"4.67";"205";"CN(C)c1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1Cl";"IC50";"'='";"6.026";"nM";"8.22";"";"";"UO_0000065";"19.44";"0.40";"3.55";"12.97";"1";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Prostaglandin G/H synthase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"8.22"
"CHEMBL107600";"";"None";"367.35";"0";"3.36";"110";"CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2ccccn2)cc1";"IC50";"'='";"1513.56";"nM";"5.82";"";"";"UO_0000065";"15.84";"0.32";"2.46";"8.97";"1";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Prostaglandin G/H synthase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"5.82"
"CHEMBL296447";"";"None";"410.37";"0";"3.69";"123";"CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2ccc3c(c2)OCO3)cc1";"IC50";"'='";"281.84";"nM";"6.55";"";"";"UO_0000065";"15.96";"0.32";"2.86";"9.30";"1";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Prostaglandin G/H synthase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"6.55"
"CHEMBL282839";"";"None";"409.39";"0";"3.14";"270";"NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc3c(c2)CCO3)cc1";"IC50";"'='";"20.89";"nM";"7.68";"";"";"UO_0000065";"18.76";"0.37";"4.54";"8.81";"1";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Prostaglandin G/H synthase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"7.68"
