"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL4079108";"";"None";"283.24";"0";"0.73";"8";"O=C(NN1C(=O)c2cccnc2C1=O)c1ccccc1O";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4030006";"Inhibition of COX1 (unknown origin) using arachidonic acid as substrate pretreated for 10 mins followed by substrate addition measured after 2 mins by enzyme-immunoassay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028830";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";""
"CHEMBL29697";"";"None";"351.26";"0";"4.61";"32";"O=[N+]([O-])c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(F)cc2)cc1";"IC50";"'='";"1750.0";"nM";"5.76";"";"";"UO_0000065";"16.39";"0.31";"1.15";"9.44";"0";"CHEMBL772766";"In vitro inhibitory concentration required to block recombinant human prostaglandin G/H synthase 1 (COX-1)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130002";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";"";"";"1.75"
"CHEMBL305507";"";"None";"350.44";"0";"2.95";"18";"CC(OC1=C(c2ccc(S(C)(=O)=O)cc2)C(C)(C)OC1=O)C1CC1";"IC50";"'='";"6500.0";"nM";"5.19";"";"";"UO_0000065";"14.80";"0.30";"2.24";"7.45";"0";"CHEMBL815860";"Inhibitory activity against Human Cyclooxygenase-1 ( COX-1 ) in U937 Microsome COX-1 assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131821";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";"";"";"";"6.5"
"CHEMBL16996";"";"None";"469.56";"0";"4.88";"10a";"COc1ccc(-c2nc(NCc3ccccc3)sc2-c2ccc(S(N)(=O)=O)cc2)cc1F";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"17.04";"0.34";"3.12";"8.48";"0";"CHEMBL769634";"Inhibition of human Prostaglandin G/H synthase 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131679";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";"";"";"";"0.01"
"CHEMBL1201012";"FLURANDRENOLIDE";"4.0";"436.52";"0";"2.50";"FLURANDRENOLIDE";"CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909130";"DRUGMATRIX: Cyclooxygenase COX-1 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"None";"Platelet";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3833781";"";"";"Not Active";""
"CHEMBL545";"ALCOHOL";"4.0";"46.07";"0";"0.00";"ETHANOL";"CCO";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909130";"DRUGMATRIX: Cyclooxygenase COX-1 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"None";"Platelet";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3833781";"";"";"Not Active";""
"CHEMBL989";"FLUOCINOLONE ACETONIDE";"4.0";"452.49";"0";"2.37";"FLUOCINOLONE ACETONIDE";"CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909130";"DRUGMATRIX: Cyclooxygenase COX-1 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"None";"Platelet";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3833781";"";"";"Not Active";""
"CHEMBL139";"DICLOFENAC";"4.0";"296.15";"0";"4.36";"DICLOFENAC";"O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl";"IC50";"'='";"13.0";"nM";"7.89";"";"";"UO_0000065";"26.63";"0.57";"3.53";"15.99";"0";"CHEMBL1909130";"DRUGMATRIX: Cyclooxygenase COX-1 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"None";"Platelet";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3833781";"";"";"";"0.013"
"CHEMBL865";"VALDECOXIB";"4.0";"314.37";"0";"2.96";"valdecoxib";"Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909130";"DRUGMATRIX: Cyclooxygenase COX-1 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"None";"Platelet";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3833781";"";"";"Not Active";""
"CHEMBL45886";"";"None";"437.49";"0";"4.20";"1p";"COc1ccc(C2=C(c3ccc(S(C)(=O)=O)cc3)CN(c3ccc(F)cc3)C2=O)cc1";"IC50";"'='";"2500.0";"nM";"5.60";"";"";"UO_0000065";"12.81";"0.25";"1.40";"8.80";"0";"CHEMBL767754";"Biochemical index for Prostaglandin G/H synthase 1 measured as, thromboxane 2 (TXB2) levels following blood coagulation";"B";"BAO_0000221";"tissue-based format";"None";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133261";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"None";"";"";"";"2.5"
"CHEMBL625";"THIABENDAZOLE";"4.0";"201.25";"0";"2.69";"THIABENDAZOLE";"c1ccc2[nH]c(-c3cscn3)nc2c1";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909130";"DRUGMATRIX: Cyclooxygenase COX-1 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"None";"Platelet";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3833781";"";"";"Not Active";""
"CHEMBL48332";"";"None";"407.47";"0";"4.19";"1d";"CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)N(c3ccc(F)cc3)C2)cc1";"IC50";"'='";"5860.0";"nM";"5.23";"";"";"UO_0000065";"12.84";"0.25";"1.04";"9.61";"0";"CHEMBL767754";"Biochemical index for Prostaglandin G/H synthase 1 measured as, thromboxane 2 (TXB2) levels following blood coagulation";"B";"BAO_0000221";"tissue-based format";"None";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133261";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"None";"";"";"";"5.86"
"CHEMBL46637";"";"None";"298.37";"0";"2.94";"83";"CS(=O)(=O)c1ccc(-n2ccnc2-c2ccccc2)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL768737";"Concentration required to inhibit human prostaglandin G/H synthase 1 (COX-1) by 50%";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130039";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";"";"";"100.0"
"CHEMBL1630237";"";"None";"354.71";"0";"4.80";"19";"O=C(O)C1=Cc2c(ccc(Cl)c2-c2ccccc2)OC1C(F)(F)F";"IC50";"'='";"68400.0";"nM";"4.17";"";"";"UO_0000065";"11.74";"0.24";"-0.64";"8.95";"0";"CHEMBL1639902";"Inhibition of human COX1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1629461";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"68.4"
"CHEMBL165";"RESVERATROL";"3.0";"228.25";"0";"2.97";"resveratrol, SRT501";"Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1";"IC50";"'='";"2840.0";"nM";"5.55";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL866165";"Inhibition of COX1 assessed as TBX2 production in human whole blood";"F";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149501";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"2.84"
"CHEMBL379206";"";"None";"277.31";"0";"2.46";"2";"NS(=O)(=O)c1ccc(/N=N/c2ccc(O)cc2)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL866165";"Inhibition of COX1 assessed as TBX2 production in human whole blood";"F";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149501";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"100.0"
"CHEMBL213267";"";"None";"291.33";"0";"2.76";"6";"COc1ccc(/N=N/c2ccc(S(N)(=O)=O)cc2)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL866165";"Inhibition of COX1 assessed as TBX2 production in human whole blood";"F";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149501";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"100.0"
"CHEMBL361494";"";"None";"472.55";"0";"2.51";"29";"CCOc1ccc(-c2nn3nc(S(C)(=O)=O)ccc3c2-c2ccc(S(N)(=O)=O)cc2)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL833051";"Inhibition of human cyclooxygenase-1 expressed in COS cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"COS";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138006";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"100000.0"
"CHEMBL16977";"";"None";"290.36";"0";"3.74";"27";"CC(C)(C)c1cc(-c2nnc(O)o2)cc(C(C)(C)C)c1O";"IC50";"'='";"3200.0";"nM";"5.50";"";"";"UO_0000065";"18.92";"0.36";"1.75";"6.92";"0";"CHEMBL878778";"IC50 value against Prostaglandin G/H synthase 1 of human platelet rich plasma";"B";"BAO_0000366";"cell-free format";"None";"CHEMBL3559721";"Plasma";"None";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132622";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"3.2"
"CHEMBL404849";"SULOCTIDIL";"4.0";"337.57";"1";"5.56";"SULOCTIDIL";"CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909130";"DRUGMATRIX: Cyclooxygenase COX-1 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"None";"Platelet";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3833781";"";"";"Not Active";""
"CHEMBL895";"NALBUPHINE";"4.0";"357.45";"0";"1.71";"NALBUPHINE";"Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909130";"DRUGMATRIX: Cyclooxygenase COX-1 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"None";"Platelet";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3833781";"";"";"Not Active";""
"CHEMBL1221";"SULCONAZOLE";"4.0";"397.76";"1";"6.52";"SULCONAZOLE";"Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909130";"DRUGMATRIX: Cyclooxygenase COX-1 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"None";"Platelet";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3833781";"";"";"Not Active";""
"CHEMBL1909069";"";"None";"None";"None";"None";"MC 288769";"";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909130";"DRUGMATRIX: Cyclooxygenase COX-1 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"None";"Platelet";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3833781";"";"";"Not Active";""
"CHEMBL164290";"N-NITROSODIETHYLAMINE";"None";"102.14";"0";"1.01";"N-NITROSODIETHYLAMINE";"CCN(CC)N=O";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909130";"DRUGMATRIX: Cyclooxygenase COX-1 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"None";"Platelet";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3833781";"";"";"Not Active";""
"CHEMBL80";"NALOXONE";"4.0";"327.38";"0";"1.30";"NALOXONE";"C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909130";"DRUGMATRIX: Cyclooxygenase COX-1 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"None";"Platelet";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3833781";"";"";"Not Active";""
"CHEMBL127674";"";"None";"312.43";"0";"4.49";"1d";"Cc1ccc(C2=C(c3ccc(S(C)(=O)=O)cc3)CCC2)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL767822";"Tested for inhibition against Prostaglandin G/H synthase 1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127401";"1";"Scientific Literature";"J Med Chem";"1994";"None";"";"";"";"100.0"
"CHEMBL865";"VALDECOXIB";"4.0";"314.37";"0";"2.96";"2";"Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1";"IC50";"'='";"140000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL768741";"In Vitro activity of compound against human recombinant Prostaglandin G/H synthase 1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132956";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"140.0"
"CHEMBL111562";"";"None";"329.42";"0";"3.44";"8h";"COc1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)CCC2)cc1";"IC50";"'='";"200.0";"nM";"6.70";"";"";"UO_0000065";"20.34";"0.40";"3.26";"9.65";"0";"CHEMBL769636";"In vitro inhibition of prostaglandin G/H synthase 1.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128591";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";"";"";"0.2"
"CHEMBL69667";"";"None";"349.80";"0";"3.15";"4";"CS(=O)(=O)c1ccc(-c2coc(=O)n2-c2ccc(Cl)cc2)cc1";"IC50";"'='";"13614.45";"nM";"4.87";"";"";"UO_0000065";"13.91";"0.29";"1.72";"7.02";"1";"CHEMBL873460";"Binding affinity towards Prostaglandin G/H synthase 1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136323";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"1.866"
